sr_No,ticker,company,sector,industry,country,marketCap,peRatio,price,change,volume,fwdPERatio,peg,psRatio,pbRatio,pcRatio,pfcFRatio,epsThisYear,divident,roa,roe,roi,currR,quickR,ltDeptEq,debtEq,outstanding,float,insiderOwn,insiderTran,instOwn,instTran,floatShort,shortRatio,perfWeek,perfMonth,perfQuart,perfHalf,perfYear,perfYTD,volatilityWeek,volatilityMonth,recom,beta,atr,sma20,sma50,sma200,52W_High,52W_Low,rsi,price,loadDate
126,CXO,Concho Resources Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,21.04B,34.08,142.85,0.0205,1796279,76.88,1.7,9.86,2.41,31.79,14.63,0.988,-,0.049,0.078,-0.121,1.7,1.7,0.31,0,147.30M,147.08M,0.002,-0.0536,0.946,-0.0023,0.0424,5.12,0.0792,0.0527,0.2298,0.0912,0.107,0.0773,0.0303,0.0215,1.8,1.1,3.25,0.0669,0.1305,0.121,-0.0319,0.3384,77.88,142.85,4-Nov-2017
127,D,Dominion Energy Inc.,Utilities,Electric Utilities,USA,51.77B,23.33,80.67,-0.0021,2183158,20.01,5.83,4.17,3.39,145.84,-,0.076,0.0382,0.03,0.146,0.06,0.4,0.3,2.01,2.47,641.79M,640.37M,0.0035,0,0.661,0.0002,0.0207,6.01,0.002,0.0503,0.0353,0.0273,0.085,0.0533,0.0136,0.0121,2.6,0.27,0.98,0.0156,0.025,0.0392,-0.0178,0.1606,60.1,80.67,4-Nov-2017
128,DAL,Delta Air Lines Inc.,Services,Major Airlines,USA,36.20B,10.11,50.4,0.0012,4103862,8.99,1.91,0.89,2.58,14.85,14.26,0.029,0.0242,0.07,0.275,0.239,0.4,0.4,0.54,0.63,718.19M,711.35M,0.002,-0.1826,0.91,0.0019,0.0195,1.84,-0.0032,-0.0248,-0.0069,0.0387,0.2023,0.0246,0.0157,0.0211,-,1.28,1.16,-0.0323,0.0145,0.0188,-0.096,0.2072,46.42,50.4,4-Nov-2017
129,DE,Deere & Company,Industrial Goods,Farm & Construction Machinery,USA,43.02B,22.56,135.03,0.0044,1052887,18.89,1.01,1.52,5.05,6.58,-,-0.166,0.0178,0.031,0.249,0.045,-,-,2.76,4.37,318.62M,318.62M,0.001,-0.4569,0.783,-0.0016,0.0422,5.61,0.0134,0.0548,0.039,0.1988,0.5292,0.3105,0.0104,0.0112,2.5,0.75,1.56,0.0377,0.0863,0.1379,-0.0001,0.54,81.18,135.03,4-Nov-2017
130,DFS,Discover Financial Services,Financial,Credit Services,USA,25.08B,11.6,67.44,0.0076,3146339,10.19,1.5,2.68,2.39,-,5.64,0.123,0.0208,0.025,0.217,0.113,-,-,2.47,2.47,371.85M,335.75M,0.009,-0.1194,0.898,0.0105,0.0164,2.33,0.0099,0.0223,0.0986,0.116,0.2039,-0.0645,0.0128,0.0144,2.1,1.5,0.99,0.0247,0.0739,0.0543,-0.0927,0.2106,66.04,67.44,4-Nov-2017
131,DG,Dollar General Corporation,Services,Discount Variety Stores,USA,22.67B,18.51,81.87,-0.0078,2006710,16.47,2.37,1,3.94,105.83,31.92,0.123,0.0127,0.103,0.223,0.157,1.4,0.2,0.47,0.54,276.90M,272.97M,0.001,-0.0391,-,0.0019,0.0575,5.86,-0.0167,0.0048,0.0715,0.111,0.1947,0.1053,0.0233,0.0161,2.4,0.94,1.43,-0.0057,0.0297,0.0999,-0.0376,0.241,51.85,81.87,4-Nov-2017
132,DGX,Quest Diagnostics Incorporated,Healthcare,Medical Laboratories & Research,USA,12.89B,19.6,94.09,0.0036,658399,16.23,2.64,1.69,2.69,36.83,20.89,-0.071,0.0191,0.066,0.143,0.101,1.5,1.4,0.78,0.79,137.00M,135.72M,0.003,-0.4006,0.933,0.0171,0.0365,4.17,-0.0166,0.0178,-0.1184,-0.1222,0.1573,0.0238,0.0167,0.0156,2.8,0.59,1.51,0.0106,-0.0451,-0.0767,-0.1671,0.1868,43.96,94.09,4-Nov-2017
133,DHI,D.R. Horton Inc.,Industrial Goods,Residential Construction,USA,16.48B,16.62,44.32,-0.0069,3547696,14.02,1.21,1.2,2.23,32.15,228.2,0.164,0.009,0.086,0.142,0.088,-,-,0.39,0.39,371.75M,341.12M,0.0886,-0.0008,0.881,0.0417,0.0279,2.5,0.0005,0.0911,0.2172,0.357,0.5666,0.6217,0.0194,0.0156,2.1,1.27,0.75,0.0393,0.1237,0.2665,-0.0134,0.6605,79.74,44.32,4-Nov-2017
134,DHR,Danaher Corporation,Industrial Goods,Diversified Machinery,USA,64.23B,27.75,93.13,0.0045,1746994,21.48,3.26,3.6,2.56,99.02,27.79,0.248,0.006,0.052,0.098,0.06,1.4,1,0.42,0.43,689.65M,613.02M,0.018,-0.025,0.783,0.0015,0.0077,1.78,0.0095,0.0708,0.1437,0.1168,0.2167,0.1964,0.0093,0.0119,1.8,1.02,1.1,0.0426,0.0704,0.0989,-0.0001,0.2211,73.45,93.13,4-Nov-2017
135,DIS,The Walt Disney Company,Services,Entertainment - Diversified,USA,152.64B,17.46,98.64,0.0029,5417147,15.4,2.52,2.75,3.62,35.2,20.42,0.168,0.0158,0.098,0.208,0.144,1,0.9,0.44,0.52,1.55B,1.48B,0.001,-0.3432,0.633,0.0002,0.0159,2.91,0.0034,-0.0147,-0.0725,-0.1147,0.0564,-0.0535,0.011,0.011,2.5,1.38,1.17,0.0014,-0.0058,-0.073,-0.1504,0.0709,51.78,98.64,4-Nov-2017
136,DISCA,Discovery Communications Inc.,Services,CATV Systems,USA,6.16B,8.79,16.52,-0.0456,10261717,6.63,0.88,0.94,1.15,29.92,4.73,0.242,-,0.047,0.139,0.118,1.9,1.9,1.48,1.5,373.09M,355.89M,0.007,0.0125,-,0.0027,0.1072,9.2,-0.1342,-0.2323,-0.3188,-0.3938,-0.3592,-0.3973,0.0467,0.0301,2.9,1.58,0.62,-0.1541,-0.2056,-0.3491,-0.4539,-0.0282,20.23,16.52,4-Nov-2017
137,DISCK,Discovery Communications Inc.,Services,CATV Systems,USA,-,8.16,15.39,-0.0535,6544371,6.13,0.59,-,1.59,-,-,0.138,-,-,-,-,-,-,-,-,-,350.28M,0.0684,-,0.821,-,0.0364,4.45,-0.144,-0.2445,-0.3315,-0.4195,-0.3797,-0.4253,0.0464,0.0306,3,-,0.58,-0.1667,-0.2173,-0.3724,-0.4726,-0.0387,19.97,15.39,4-Nov-2017
138,DISH,DISH Network Corporation,Services,CATV Systems,USA,23.10B,21.89,48.07,-0.0041,2377447,20.44,-,1.56,4.28,9.68,9.27,0.898,-,0.037,0.221,0.065,0.6,0.6,2.88,3.29,480.45M,220.18M,0.003,-0.0219,-,0.0001,0.0676,6.75,0.034,-0.1103,-0.1994,-0.2156,-0.1247,-0.1702,0.0285,0.0233,2.7,1.1,1.13,-0.0263,-0.0868,-0.1986,-0.2771,0.0434,36.48,48.07,4-Nov-2017
139,DLPH,Delphi Automotive PLC,Consumer Goods,Auto Parts,United Kingdom,25.85B,20.51,96.89,-0.0244,2475762,13.47,1.66,1.52,8.95,32.63,29.91,0.067,0.012,-,-,-,1.4,1,1.4,1.41,266.75M,264.53M,0.002,-0.069,0.959,-0.0045,0.0121,2.03,-0.0186,-0.053,0.0366,0.1085,0.4605,0.4386,0.0218,0.017,2,1.36,2.02,-0.0159,-0.0165,0.1145,-0.0692,0.6015,43.52,96.89,4-Nov-2017
140,DLR,Digital Realty Trust Inc.,Financial,REIT - Office,USA,25.01B,96.64,119.06,0.0024,765935,65.45,2.73,10.86,4.6,1116.51,-,0.409,0.0312,0.029,0.088,0.049,-,-,1.55,1.55,210.06M,210.06M,0.0006,-0.2112,0.834,0.0063,0.0438,6.39,0.0215,0.0055,0.0393,0.0486,0.3423,0.2117,0.0173,0.0182,2.6,-0.06,2.27,-0.0104,0.0004,0.0511,-0.0642,0.3904,48.19,119.06,4-Nov-2017
141,DLTR,Dollar Tree Inc.,Services,Discount Variety Stores,USA,22.21B,23.97,93.75,0.013,2537306,18.2,1.93,1.05,3.79,31.85,12.68,1.995,-,0.059,0.169,0.107,1.8,0.4,0.97,1,236.90M,230.17M,0.017,-0.0584,0.927,-0.0009,0.0223,2.07,0.0058,0.0516,0.2412,0.1393,0.2657,0.2147,0.0244,0.0185,2.2,0.58,1.78,0.0258,0.0814,0.1957,-0.0111,0.4285,69.54,93.75,4-Nov-2017
142,DNB,The Dun & Bradstreet Corporation,Technology,Information & Delivery Services,USA,4.22B,37.19,113.98,0.0091,308260,15.41,6.34,2.46,-,10.45,17.97,-0.508,0.0176,0.05,-0.109,0.264,0.9,0.9,-,-,37.06M,36.88M,0.002,0,0.945,-0.0071,0.0139,2.05,-0.0361,-0.0365,0.0054,0.0145,-0.0276,-0.0605,0.0226,0.0149,2.8,1.27,2.06,-0.0328,-0.0073,0.0304,-0.0923,0.1346,39.43,113.98,4-Nov-2017
143,DO,Diamond Offshore Drilling Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,2.25B,13.3,16.43,0.0024,2354955,83.83,-,1.48,0.59,-,6.88,-0.358,-,0.027,0.045,-0.045,3.7,3.7,0.52,0.52,136.79M,136.60M,0.0046,0.0065,-,0.014,0.2453,11.74,0.0392,0.1042,0.3467,0.1184,-0.0203,-0.0718,0.0576,0.0416,3.2,1.27,0.68,0.0574,0.1636,0.1768,-0.2746,0.634,63.34,16.43,4-Nov-2017
144,DOV,Dover Corporation,Industrial Goods,Diversified Machinery,USA,15.02B,22.31,95.92,0.0093,1041864,21.08,1.48,1.98,3.49,46.63,48.08,-0.132,0.0196,0.066,0.168,0.085,1.3,0.9,0.7,0.81,156.55M,154.27M,0.002,-0.3343,0.901,-0.0085,0.0183,2.69,-0.0008,0.023,0.0994,0.2168,0.4454,0.2801,0.0123,0.0146,2.6,1.27,1.47,0.0147,0.0514,0.1468,-0.0121,0.4644,60.46,95.92,4-Nov-2017
145,DPS,Dr Pepper Snapple Group Inc.,Consumer Goods,Beverages - Soft Drinks,USA,15.59B,21.47,85.62,0.0033,1300513,17.68,3,2.35,7.29,236.16,28.18,0.143,0.0271,0.073,0.34,0.146,0.9,0.7,2.07,2.1,182.04M,178.83M,0.0033,-0.0179,0.945,0.002,0.0356,5.58,-0.0015,-0.0263,-0.0597,-0.0599,-0.012,-0.0557,0.0127,0.0125,2.6,0.6,1.33,-0.0261,-0.0412,-0.0703,-0.1392,0.0564,36.85,85.62,4-Nov-2017
146,DRE,Duke Realty Corporation,Financial,REIT - Industrial,USA,10.25B,38.95,28.82,0.0038,1253102,81.87,6.49,12.98,2.22,134.32,30.77,0.634,0.0264,0.048,0.09,0.069,-,-,0.5,0.5,355.61M,354.73M,0.001,-0.0941,0.971,0.0067,0.0173,3.08,0.007,-0.0062,0.0141,0.0234,0.1673,0.0851,0.0134,0.0129,2.5,0.92,0.39,0,-0.0104,0.0386,-0.0438,0.255,48.96,28.82,4-Nov-2017
147,DRI,Darden Restaurants Inc.,Services,Restaurants,USA,10.30B,21.09,82.28,0.0057,1017839,16.85,1.82,1.39,5,70.17,17.24,0.377,0.0306,0.099,0.244,0.172,0.4,0.2,0.45,0,125.20M,123.45M,0.002,-0.3421,0.931,0.0042,0.068,4.63,-0.0126,0.0321,-0.0178,-0.0551,0.2897,0.1315,0.0143,0.0155,2.5,0.2,1.29,0.0107,0.011,-0.0046,-0.1359,0.3007,57.86,82.28,4-Nov-2017
148,DTE,DTE Energy Company,Utilities,Electric Utilities,USA,19.85B,20.27,110.9,0.0009,1329681,19.41,4.13,1.63,2.12,315.1,18.38,0.194,0.0298,0.03,0.107,0.056,1.1,0.8,1.26,1.34,179.00M,178.52M,0.002,-0.0911,0.707,0.0021,0.0205,4.26,0.0006,0.0292,0.0181,0.0613,0.189,0.1258,0.0124,0.0132,2.5,0.25,1.48,0.004,0.0049,0.0466,-0.0247,0.2369,52.16,110.9,4-Nov-2017
149,DUK,Duke Energy Corporation,Utilities,Electric Utilities,USA,61.96B,22.3,88.52,-0.0005,2405115,18.29,6.89,2.7,1.5,164.8,-,-0.026,0.0402,0.018,0.057,0.045,0.6,0.3,1.12,1.28,700.00M,699.49M,0.0006,-0.0082,0.575,-0.0002,0.0135,4.18,0.0065,0.0502,0.0262,0.0675,0.1352,0.1404,0.0108,0.0106,3.1,0.26,0.95,0.015,0.0228,0.0556,-0.0023,0.2237,61.12,88.52,4-Nov-2017
150,DVA,DaVita Inc.,Healthcare,Specialized Health Services,USA,11.39B,9.2,59.91,0.0066,1533612,15.81,0.73,0.76,2.25,12.33,9.82,2.443,-,0.068,0.264,0.105,1.5,1.4,1.75,1.79,190.09M,187.49M,0.001,-0.1768,0.863,-0.0085,0.0433,3.96,-0.032,-0.0078,0.0538,-0.0838,0.0248,-0.0668,0.022,0.0266,2.8,0.98,1.5,0.0227,0.02,-0.0573,-0.1461,0.1181,53.15,59.91,4-Nov-2017
151,DVN,Devon Energy Corporation,Basic Materials,Independent Oil & Gas,USA,20.08B,8.94,39.27,0.0113,6359114,18.67,-,1.61,2.96,8.48,104.58,0.814,0.0061,0.087,0.365,-0.186,1.6,1.6,1.53,0,511.31M,500.14M,0.002,-0.0068,0.795,0.0033,0.0209,2.42,0.0945,0.0803,0.212,0.0291,-0.0306,-0.1401,0.0343,0.0238,2,2.23,0.99,0.0949,0.1331,0.0658,-0.2253,0.3638,75.31,39.27,4-Nov-2017
152,DWDP,DowDuPont Inc.,Basic Materials,Chemicals - Major Diversified,USA,167.96B,-,71.16,-0.0122,8599063,17.48,-,3.2,-,-,-,-,0.0259,-,-,-,-,-,-,-,2.36B,2.32B,0.002,-,0.176,-,0.0073,2.13,-0.019,0.0027,-,-,-,0.0592,0.0175,0.0121,1.9,-,1.04,-0.0069,0.0153,0.0153,-0.0364,0.1117,52.62,71.16,4-Nov-2017
153,EA,Electronic Arts Inc.,Technology,Multimedia & Graphics Software,USA,34.98B,30.34,113.2,0.0045,2921948,22.68,2.06,6.96,7.8,7.83,22.41,-0.121,-,0.158,0.298,0.194,3,-,0.22,0,309.00M,307.00M,0.003,-0.3956,0.972,0.0069,0.0167,2.06,-0.0316,-0.0529,-0.0321,0.1825,0.4059,0.4373,0.023,0.0193,1.9,0.64,2.5,-0.0243,-0.0371,0.0831,-0.0781,0.5351,41.5,113.2,4-Nov-2017
154,EBAY,eBay Inc.,Services,Specialty Retail Other,USA,39.28B,5.54,37.5,0.0027,5711481,16.88,0.61,4.2,3.53,6.54,18.12,2.99,-,0.295,0.67,0.306,2.5,2.5,0.82,0.89,1.05B,982.33M,0.06,-0.0068,0.893,0.0031,0.0217,2.64,0.019,-0.0382,0.0385,0.1282,0.3364,0.2631,0.0143,0.0163,2.5,1.37,0.61,-0.0041,-0.0014,0.0705,-0.0452,0.3746,48.28,37.5,4-Nov-2017
155,ECL,Ecolab Inc.,Consumer Goods,Cleaning Products,USA,38.21B,30.02,131.38,0.0011,1869828,24.55,2.39,2.86,5.5,124.19,26.79,0.246,0.0113,0.068,0.188,0.111,1,0.7,0.85,1.11,290.87M,287.97M,0.002,0.0511,0.885,-0.0015,0.017,5.64,-0.0046,-0.0027,-0.0043,0.0431,0.1817,0.1208,0.0169,0.011,2.2,1.05,1.58,-0.0072,-0.0005,0.0204,-0.026,0.1873,46.73,131.38,4-Nov-2017
156,ED,Consolidated Edison Inc.,Utilities,Electric Utilities,USA,26.84B,21.03,87.04,0.0028,1629422,20.47,6.51,2.24,1.83,-,10.6,0.018,0.0317,0.026,0.088,0.062,0.8,0.7,1.01,1.13,308.31M,308.31M,0.002,0.0013,0.583,0.0049,0.0332,7.39,0.013,0.0644,0.0424,0.0964,0.1783,0.1813,0.0104,0.0106,3.4,0.1,0.93,0.0319,0.0402,0.0814,0.0025,0.2659,70.67,87.04,4-Nov-2017
157,EFX,Equifax Inc.,Financial,Credit Services,USA,13.03B,22.99,108.7,-0.002,939726,17.56,2.44,3.96,4.33,32.27,27.04,0.137,0.0144,0.084,0.203,0.11,0.7,0.7,0.67,0.94,119.89M,119.58M,0.003,-0.0679,0.919,-0.0079,0.0641,2,-0.0063,-0.0378,-0.2528,-0.2079,-0.116,-0.0806,0.0185,0.021,2,0.94,2.38,-0.0094,-0.0482,-0.1658,-0.2606,0.2133,37.02,108.7,4-Nov-2017
158,EIX,Edison International,Utilities,Electric Utilities,USA,25.92B,18.85,79.52,0.0057,1185900,18.58,3.27,2.15,2.13,264.53,-,0.314,0.0273,0.027,0.117,0.078,0.6,0.5,0.96,1.05,326.00M,325.24M,0.0018,-0.3071,0.838,0.0002,0.0125,2.3,0.0006,0.0237,0.001,-0.001,0.1192,0.1046,0.013,0.0131,2.2,0.26,1.01,0.0087,0.0034,0.0093,-0.0398,0.1791,53.48,79.52,4-Nov-2017
159,EL,The Estee Lauder Companies Inc.,Consumer Goods,Personal Products,USA,44.82B,36.34,121.71,0.013,2219327,27.44,3.32,3.79,10.22,25.75,55.34,0.131,0.0112,0.115,0.313,0.167,1.8,1.2,0.77,0.81,368.27M,220.75M,0.003,-0.4378,0.931,0.0003,0.0232,2.23,0.088,0.1063,0.2107,0.3142,0.5296,0.5912,0.0299,0.0156,1.9,0.67,2.33,0.0923,0.1115,0.2751,-0.0248,0.6164,76.36,121.71,4-Nov-2017
160,EMN,Eastman Chemical Company,Basic Materials,Chemicals - Major Diversified,USA,13.27B,14.65,91.32,0.0021,556284,11.25,1.67,1.44,2.76,59.77,36.15,0.017,0.0223,0.056,0.191,0.1,2,1.1,1.39,1.43,145.30M,144.34M,0.001,-0.0913,0.867,0.0085,0.0378,4.51,-0.0181,0.0054,0.0813,0.1519,0.2792,0.2142,0.0146,0.0159,2.2,1.32,1.55,0.0181,0.0387,0.1038,-0.0383,0.2919,60.24,91.32,4-Nov-2017
161,EMR,Emerson Electric Co.,Industrial Goods,Industrial Electrical Equipment,USA,41.20B,25.43,64.1,0.0075,4439470,21.99,2.54,2.79,5.17,13.12,-,-0.339,0.03,-,-,0.102,1.6,1.2,0.48,0.65,642.80M,636.07M,0.005,-0.0006,0.722,-0.0009,0.0143,3.45,-0.0487,0.0019,0.0524,0.0935,0.2861,0.1498,0.0189,0.0129,2.6,1.24,0.91,-0.0151,0.0189,0.0586,-0.0544,0.2981,47.67,64.1,4-Nov-2017
162,EOG,EOG Resources Inc.,Basic Materials,Independent Oil & Gas,USA,59.39B,-,104.5,0.0151,4076162,64.75,-,6.21,4.32,36.01,19.65,0.761,0.0064,-0.01,-0.021,-0.036,1.2,1.1,0.46,0.5,568.36M,568.36M,0.004,-0.0167,0.879,-0.0001,0.017,3.54,0.0612,0.0823,0.1654,0.1397,0.1349,0.0336,0.0241,0.0163,2.1,0.98,1.74,0.07,0.1154,0.1142,-0.0445,0.2745,83.28,104.5,4-Nov-2017
163,EQIX,Equinix Inc.,Technology,Internet Software & Services,USA,37.74B,179.05,486.65,-0.0042,464934,70.91,14.32,9.72,5.81,35.34,-,-0.497,0.0164,0.013,0.037,0.05,1.7,1.7,1.4,1.42,77.55M,77.52M,0.004,-0.1016,-,0.006,0.0247,4.28,0.066,0.0926,0.0955,0.1407,0.4368,0.3616,0.0173,0.0161,1.9,0.41,8.13,0.0532,0.0633,0.1447,-0.0105,0.5471,68,486.65,4-Nov-2017
164,EQR,Equity Residential,Financial,REIT - Residential,USA,24.88B,23.55,68.21,0.0203,1755072,47.87,8.72,10.17,2.44,659.94,-,3.956,0.0296,0.041,0.083,0.045,-,-,0.87,0.87,364.75M,359.34M,0.001,-0.46,0.934,-0.0008,0.0263,6.21,0.0083,0.0246,0.0144,0.0491,0.1127,0.0598,0.0181,0.0133,3,0.41,0.97,0.0206,0.0198,0.0458,-0.009,0.1704,58.61,68.21,4-Nov-2017
165,EQT,EQT Corporation,Basic Materials,Independent Oil & Gas,USA,10.89B,309.26,62.78,0.0121,2822249,33.18,20.62,4.14,1.79,22.52,7.13,-5.871,0.0019,0.002,0.006,-0.002,0.6,0.6,0.44,0.56,173.48M,172.98M,0.002,0.1389,-,0.002,0.1723,9.87,-0.0084,-0.0349,0.0182,0.0989,-0.0154,-0.0401,0.0287,0.028,2.2,0.8,1.79,0.0012,-0.0049,0.0333,-0.1711,0.265,50.44,62.78,4-Nov-2017
166,ES,Eversource Energy,Utilities,Diversified Utilities,USA,20.17B,20.54,63.54,0.0049,1381888,19.18,3.49,2.62,1.85,-,-,0.073,0.0299,0.031,0.092,0.061,0.6,0.5,0.82,1.04,317.39M,316.25M,0.001,-0.2121,0.753,0.0062,0.0144,3,0.0119,0.048,0.024,0.0633,0.1903,0.1505,0.0134,0.0111,2.3,0.31,0.73,0.0267,0.0249,0.0541,-0.0101,0.2567,65.75,63.54,4-Nov-2017
167,ESRX,Express Scripts Holding Company,Healthcare,Health Care Plans,USA,34.62B,9.96,60.54,0.0036,2621967,7.89,0.84,0.35,2.17,10.19,5.81,0.514,-,0.071,0.227,0.129,0.7,0.6,0.86,0.94,571.80M,564.49M,0.003,0.0004,0.928,-0.0006,0.059,9.12,-0.0265,-0.0542,-0.0286,-0.0172,-0.0996,-0.1199,0.0227,0.0295,2.9,0.87,1.65,0.0197,-0.0111,-0.0482,-0.2188,0.0849,50.13,60.54,4-Nov-2017
168,ESS,Essex Property Trust Inc.,Financial,REIT - Residential,USA,16.58B,32.68,253.98,0.0006,538295,53.63,4.14,12.44,2.64,90.18,24.71,0.798,0.0276,0.041,0.082,0.035,-,-,0.9,0.9,65.30M,65.22M,0.004,-0.1684,-,0.0005,0.0252,5.09,-0.0321,-0.012,-0.0288,0.0165,0.1632,0.0924,0.0196,0.0134,2.7,0.56,3.75,-0.022,-0.0238,0.0165,-0.0595,0.2157,36.93,253.98,4-Nov-2017
169,ETFC,E*TRADE Financial Corporation,Financial,Investment Brokerage - National,USA,12.01B,20.68,44.02,-0.0097,1258160,17.03,1.31,5.37,1.93,6.07,8.77,1.178,-,0.01,0.088,0.014,-,-,0.32,6.69,272.88M,269.38M,0.004,-0.0595,0.967,0.0053,0.0192,2.31,0.0169,-0.022,0.0708,0.2334,0.5961,0.2704,0.0206,0.0205,2.1,1.44,0.87,0.0058,0.0362,0.1545,-0.0368,0.6104,58.16,44.02,4-Nov-2017
170,ETN,Eaton Corporation plc,Industrial Goods,Diversified Machinery,Ireland,35.04B,17.88,78.1,-0.0161,4477267,15.28,1.64,1.77,2.25,41.86,38.67,-0.006,0.0307,0.064,0.129,0.093,1.2,0.8,0.4,0.55,448.60M,446.99M,0.002,-0.0422,0.789,0.0003,0.0143,2.62,-0.0209,0.0039,0.0555,0.0172,0.3078,0.1641,0.0277,0.0155,2.7,1.37,1.45,-0.0101,0.0222,0.039,-0.0515,0.3222,50.65,78.1,4-Nov-2017
171,ETR,Entergy Corporation,Utilities,Electric Utilities,USA,15.61B,-,87,0.0042,1062341,17.3,-,1.41,1.87,16.71,8.89,-2.311,0.04,-0.016,-0.085,-0.003,0.8,0.6,1.71,1.95,179.48M,178.67M,0.001,-0.208,0.863,-0.0042,0.0213,3.17,0.0027,0.1,0.1359,0.1278,0.2187,0.1842,0.0126,0.0141,2.8,0.55,1.2,0.0353,0.0786,0.1283,0,0.3042,71.85,87,4-Nov-2017
172,EW,Edwards Lifesciences Corporation,Healthcare,Medical Appliances & Equipment,USA,22.00B,29.86,102.72,0.0132,1088650,24.71,1.84,6.64,7.36,19.44,30.28,0.162,-,0.14,0.239,0.165,4.1,3.2,0.35,0.35,214.16M,209.85M,0.003,-0.4004,0.862,0.0023,0.0139,2.05,0.0078,-0.0798,-0.1181,-0.066,0.1503,0.0963,0.0183,0.017,2,0.48,2.28,-0.0487,-0.0679,-0.0384,-0.1542,0.2663,35.89,102.72,4-Nov-2017
173,EXC,Exelon Corporation,Utilities,Diversified Utilities,USA,38.94B,21.51,40.94,0.0054,5709327,14.26,28.46,1.17,1.39,21.81,-,-0.519,0.032,0.015,0.067,0.038,0.9,0.8,1.12,1.32,951.26M,951.26M,0.001,-0.682,0.79,0.0069,0.0147,2.97,0.0171,0.0675,0.0712,0.195,0.2489,0.1536,0.0167,0.0139,1.9,0.31,0.58,0.0357,0.0642,0.1152,0.0032,0.3729,75.17,40.94,4-Nov-2017
174,EXPD,Expeditors International of Washington Inc.,Services,Air Delivery & Freight Services,USA,10.45B,25.12,57.95,-0.0036,754563,22.7,3.91,1.63,5.28,-,31.88,-0.019,0.0145,0.146,0.221,0.225,2.5,2.5,0,0,180.31M,179.04M,0.002,0,0.986,0.0025,0.0596,10.92,-0.0239,-0.0385,-0.0188,0.0795,0.1394,0.0942,0.0174,0.0128,3.1,0.67,0.78,-0.0211,-0.0047,0.0294,-0.047,0.227,41.32,57.95,4-Nov-2017
175,EXPE,Expedia Inc.,Services,Lodging,USA,22.21B,58.26,123.05,-0.0037,1475437,21.04,3.36,2.35,4.41,5.87,16.89,-0.68,0.0098,0.018,0.075,0.06,0.7,0.7,0.76,0.76,180.50M,121.65M,0.006,-0.2191,0.94,0.0017,0.1212,5.97,-0.006,-0.1709,-0.1748,-0.1184,-0.0179,0.0862,0.0311,0.0226,2,0.95,4.42,-0.1374,-0.1455,-0.1143,-0.2357,0.0999,27.86,123.05,4-Nov-2017
176,EXR,Extra Space Storage Inc.,Financial,REIT - Industrial,USA,10.50B,29.16,85.04,0.0231,1251251,29.08,4.86,9.93,4.81,332.33,55.62,0.858,0.0367,0.053,0.166,0.066,-,-,1.93,1.93,123.49M,121.71M,0.007,-0.1288,-,0.001,0.1105,14.05,0.059,0.0569,0.0921,0.1616,0.2076,0.101,0.0284,0.0197,2.7,0.41,1.74,0.0471,0.0651,0.1009,-0.0102,0.2489,67.12,85.04,4-Nov-2017
177,F,Ford Motor Company,Consumer Goods,Auto Manufacturers - Major,USA,49.95B,11.22,12.36,-0.0048,33097733,8.01,-,0.32,1.48,1.31,6.17,-0.376,0.0485,0.018,0.141,0.011,1.2,1.1,2.95,4.49,4.04B,3.81B,0.001,-0.0871,0.566,-0.0028,0,0,0.0249,0.009,0.1319,0.1105,0.0933,0.023,0.0144,0.0153,2.9,1.27,0.19,0.0121,0.0448,0.0631,-0.0649,0.1805,59.53,12.36,4-Nov-2017
178,FAST,Fastenal Company,Services,Industrial Equipment Wholesale,USA,13.86B,25.43,47.91,0.0069,1780638,22.51,2.47,3.26,6.8,103.87,127.12,-0.023,0.0267,0.193,0.273,0.218,5.4,2.5,0.21,0.22,289.22M,286.58M,0.0028,-0.0266,0.871,0.0043,0.0889,9.91,0.0153,0.0406,0.1124,0.0461,0.2412,0.0198,0.02,0.0221,2.2,1.05,1,0.0202,0.0646,0.0415,-0.0916,0.2552,62.1,47.91,4-Nov-2017
179,FB,Facebook Inc.,Technology,Internet Information Providers,USA,498.44B,38.86,178.92,0,17770342,27.45,1.39,15.03,7.81,14.06,34.84,1.702,-,0.203,0.225,0.171,12.3,12.3,0,0,2.79B,2.33B,0.0175,-0.2331,0.725,-0.0004,0.0087,1.36,0.0058,0.0448,0.0404,0.1844,0.491,0.5551,0.0169,0.014,1.8,0.68,2.89,0.0238,0.0405,0.16,-0.0218,0.5756,58.65,178.92,4-Nov-2017
180,FBHS,Fortune Brands Home & Security Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,10.11B,22.23,64.17,-0.006,1105648,18.65,2.39,1.94,3.85,40,24.17,0.392,0.0112,0.083,0.177,0.122,2,1.2,0.54,0,157.51M,151.90M,0.005,-0.3243,0.908,-0.0029,0.0281,4.32,-0.0398,-0.024,-0.0167,0.0117,0.2144,0.2003,0.0172,0.0152,2.3,1.41,1.09,-0.0322,-0.016,0.021,-0.0676,0.2209,40.07,64.17,4-Nov-2017
